Vds, 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
0.0, 8.0e-08,5.0e-08,-3.0e-08,-1.0e-08,3.0e-08,1.0e-08,-3.0e-08,-4.0e-08,-5.0e-08,-9.0e-08,-1.1e-07,-1.2e-07,-1.2e-07,-1.4e-07,-1.4e-07,-1.8e-07,-1.5e-07,-2.1e-07,-2.5e-07,-3.1e-07,-3.0e-07,-2.7e-07,-3.1e-07,-3.4e-07,-3.9e-07,-3.7e-07,-3.9e-07,-4.3e-07,-3.8e-07,-4.0e-07,-4.3e-07,-4.4e-07,-4.3e-07,-5.2e-07,-5.0e-07,-5.2e-07,-5.0e-07,-4.7e-07,-5.2e-07,-5.7e-07,-5.3e-07,-5.1e-07,-5.9e-07,-6.7e-07,-6.0e-07,-6.0e-07,-6.7e-07,-6.4e-07,-6.0e-07,-6.1e-07,-6.4e-07
0.1, 3.0e-08,0.0,-6.0e-08,1.0e-08,8.0e-08,7.9e-07,4.77e-06,1.465e-05,2.841e-05,4.363e-05,5.935e-05,7.49e-05,9.031e-05,0.00010533,0.00011999,0.00013418,0.00014804,0.00016154,0.00017447,0.00018719,0.00019955,0.00021157,0.00022331,0.00023468,0.00024581,0.00025671,0.00026739,0.00027768,0.00028785,0.00029777,0.00030747,0.00031701,0.00032625,0.00033537,0.00034439,0.00035313,0.00036168,0.00037011,0.00037841,0.00038648,0.00039445,0.00040217,0.00040987,0.00041738,0.00042473,0.00043192,0.00043896,0.00044591,0.00045265,0.00045942,0.00046596
0.2, 3.0e-08,-2.0e-08,2.0e-08,4.0e-08,9.0e-08,7.9e-07,5.38e-06,1.848e-05,4.09e-05,6.886e-05,9.944e-05,0.00013056,0.00016149,0.00019175,0.00022142,0.00025035,0.00027848,0.00030571,0.0003322,0.00035801,0.00038313,0.00040759,0.00043143,0.00045447,0.00047711,0.00049925,0.00052077,0.00054178,0.00056243,0.00058253,0.00060226,0.00062156,0.00064037,0.00065887,0.00067705,0.00069483,0.0007122,0.00072922,0.00074598,0.00076248,0.00077855,0.00079425,0.00080976,0.00082497,0.00083992,0.00085452,0.00086884,0.00088293,0.00089681,0.00091033,0.00092364
0.3, -5.0e-08,-3.0e-08,1.0e-08,-1.0e-08,5.0e-08,8.7e-07,5.52e-06,1.922e-05,4.459e-05,8.026e-05,0.00012261,0.00016791,0.00021389,0.00025934,0.00030422,0.00034807,0.00039078,0.00043231,0.00047254,0.00051179,0.00055002,0.00058726,0.00062351,0.0006586,0.00069305,0.00072669,0.00075951,0.00079141,0.00082271,0.0008534,0.00088332,0.00091264,0.00094127,0.00096941,0.00099697,0.00102388,0.00105037,0.00107624,0.0011016,0.00112663,0.00115107,0.00117495,0.00119849,0.00122163,0.00124425,0.00126653,0.00128821,0.00130964,0.00133062,0.00135123,0.00137146
0.4, 0.0,2.0e-08,0.0,4.0e-08,1.6e-07,7.8e-07,5.53e-06,1.954e-05,4.568e-05,8.416e-05,0.00013343,0.00018964,0.00024906,0.00030892,0.00036878,0.00042755,0.00048497,0.00054104,0.0005952,0.0006483,0.00069996,0.00075017,0.00079923,0.00084664,0.00089323,0.00093854,0.00098294,0.00102597,0.00106831,0.00110966,0.00115013,0.00118968,0.00122833,0.00126624,0.00130344,0.00133987,0.00137562,0.00141041,0.00144472,0.00147843,0.00151141,0.00154363,0.00157536,0.00160659,0.00163714,0.00166716,0.00169644,0.00172536,0.00175362,0.00178135,0.00180871
0.5, 4.0e-08,9.0e-08,0.0,-0.0,1.4e-07,8.9e-07,5.59e-06,1.977e-05,4.635e-05,8.583e-05,0.00013787,0.00020029,0.0002697,0.00034208,0.00041579,0.00048891,0.00056093,0.00063135,0.00069972,0.00076666,0.00083194,0.00089551,0.00095739,0.00101735,0.0010762,0.00113362,0.00118967,0.00124401,0.00129761,0.00134974,0.00140093,0.00145087,0.00149965,0.0015476,0.00159457,0.00164055,0.00168568,0.00172969,0.00177295,0.00181547,0.00185719,0.00189784,0.00193796,0.00197728,0.00201592,0.00205381,0.0020907,0.00212727,0.002163,0.00219813,0.00223262
0.6, 1.0e-08,-0.0,-1.0e-08,-2.0e-08,2.0e-08,7.8e-07,5.63e-06,1.994e-05,4.679e-05,8.686e-05,0.0001402,0.00020546,0.00028065,0.00036221,0.00044765,0.00053403,0.00062002,0.00070473,0.00078729,0.00086826,0.00094732,0.00102437,0.00109947,0.00117226,0.00124373,0.00131342,0.00138151,0.0014475,0.00151252,0.00157591,0.00163802,0.00169871,0.00175787,0.00181604,0.00187297,0.00192881,0.00198352,0.00203692,0.00208948,0.00214107,0.00219156,0.00224095,0.00228965,0.00233739,0.00238422,0.00243017,0.00247498,0.00251933,0.0025627,0.0026054,0.00264719
0.7, 0.0,-0.0,1.0e-08,3.0e-08,3.0e-08,7.7e-07,5.74e-06,2.015e-05,4.722e-05,8.766e-05,0.00014168,0.00020834,0.00028635,0.0003733,0.00046716,0.00056462,0.00066317,0.0007613,0.00085757,0.00095237,0.00104525,0.00113585,0.00122432,0.00131021,0.00139444,0.00147657,0.00155682,0.00163463,0.00171125,0.00178613,0.0018593,0.00193084,0.00200061,0.00206922,0.00213645,0.00220224,0.00226669,0.00232966,0.00239171,0.00245239,0.00251205,0.00257029,0.00262762,0.00268396,0.0027391,0.0027933,0.00284614,0.0028984,0.00294966,0.00299981,0.00304922
0.8, 3.0e-08,-3.0e-08,5.0e-08,-3.0e-08,6.0e-08,8.3e-07,5.78e-06,2.035e-05,4.763e-05,8.838e-05,0.00014298,0.00021044,0.00028989,0.00037961,0.0004785,0.00058369,0.00069253,0.00080253,0.00091163,0.00101977,0.00112617,0.0012302,0.00133209,0.00143091,0.00152794,0.00162277,0.00171542,0.00180532,0.00189371,0.00198007,0.00206452,0.00214717,0.00222773,0.00230692,0.00238447,0.00246049,0.00253496,0.0026076,0.00267914,0.00274932,0.00281822,0.00288525,0.00295151,0.00301645,0.00308021,0.00314283,0.0032039,0.00326413,0.00332319,0.00338129,0.00343828
0.9, 2.0e-08,6.0e-08,4.0e-08,2.0e-08,6.0e-08,8.3e-07,5.82e-06,2.046e-05,4.802e-05,8.91e-05,0.00014407,0.00021228,0.00029262,0.00038382,0.00048541,0.00059535,0.00071134,0.00083084,0.00095101,0.00107145,0.00119062,0.00130783,0.00142286,0.00153463,0.0016446,0.0017521,0.0018572,0.00195923,0.00205962,0.00215764,0.00225359,0.00234747,0.00243889,0.00252881,0.00261697,0.00270328,0.00278791,0.00287039,0.00295163,0.00303139,0.00310958,0.00318579,0.00326105,0.00333482,0.00340725,0.00347827,0.00354766,0.00361604,0.00368329,0.00374933,0.00381411
